n_tries,n_choices,guesses,feedback,won
4,"[6512, 1697, 10, 1]","['jerky', 'winos', 'stoic', 'stdio']","{'false_letters': ['e', 'j', 'y', 'n', 'w', 'r', 'k', 'c'], 'true_letters': {0: 's', 1: 't', 3: 'i', 2: 'd', 4: 'o'}, 'misplaced_letters': {1: ['i'], 3: ['o'], 4: ['s'], 2: ['o']}}",1
4,"[6512, 215, 118, 3]","['kusch', 'quill', 'fundy', 'pudgy']","{'false_letters': ['f', 'i', 'q', 'n', 's', 'l', 'k', 'h', 'c'], 'true_letters': {1: 'u', 4: 'y', 0: 'p', 2: 'd', 3: 'g'}, 'misplaced_letters': {3: ['d']}}",1
4,"[6512, 532, 18, 1]","['warty', 'roues', 'dress', 'dregs']","{'false_letters': ['u', 'o', 'y', 'w', 'a', 't'], 'true_letters': {4: 's', 0: 'd', 1: 'r', 2: 'e', 3: 'g'}, 'misplaced_letters': {2: ['r'], 0: ['r'], 3: ['e', 's']}}",1
4,"[6512, 892, 27, 2]","['flank', 'ascii', 'cocoa', 'rocha']","{'false_letters': ['f', 'i', 'n', 's', 'l', 'k'], 'true_letters': {2: 'c', 1: 'o', 4: 'a', 0: 'r', 3: 'h'}, 'misplaced_letters': {2: ['a'], 0: ['a', 'c'], 3: ['o']}}",1
4,"[6512, 496, 25, 1]","['prose', 'ahmed', 'kieth', 'ethic']","{'false_letters': ['p', 'o', 'd', 'm', 's', 'a', 'r', 'k'], 'true_letters': {0: 'e', 1: 't', 2: 'h', 3: 'i', 4: 'c'}, 'misplaced_letters': {4: ['e', 'h'], 1: ['h', 'i'], 3: ['e', 't'], 2: ['e']}}",1
5,"[6512, 298, 7, 3, 2]","['sauna', 'kneel', 'index', 'infer', 'inter']","{'false_letters': ['f', 'u', 'x', 'd', 's', 'a', 'l', 'k'], 'true_letters': {1: 'n', 3: 'e', 0: 'i', 4: 'r', 2: 't'}, 'misplaced_letters': {3: ['n'], 2: ['e']}}",1
5,"[6512, 415, 7, 3, 1]","['loved', 'crown', 'arron', 'prion', 'bryon']","{'false_letters': ['e', 'p', 'i', 'v', 'w', 'd', 'l', 'a', 'c'], 'true_letters': {1: 'r', 4: 'n', 3: 'o', 0: 'b', 2: 'y'}, 'misplaced_letters': {1: ['o'], 2: ['o', 'r']}}",1
5,"[6512, 1080, 63, 2, 1]","['curve', 'yates', 'begin', 'weigh', 'leigh']","{'false_letters': ['u', 'y', 'v', 'n', 'w', 'b', 's', 'a', 'r', 't', 'c'], 'true_letters': {1: 'e', 2: 'i', 3: 'g', 4: 'h', 0: 'l'}, 'misplaced_letters': {4: ['e'], 3: ['e', 'i'], 2: ['g']}}",1
4,"[6512, 660, 168, 2]","['trout', 'basho', 'ollie', 'oxide']","{'false_letters': ['u', 'b', 's', 'a', 'r', 'l', 't', 'h'], 'true_letters': {0: 'o', 4: 'e', 1: 'x', 2: 'i', 3: 'd'}, 'misplaced_letters': {2: ['o'], 4: ['o'], 3: ['i']}}",1
5,"[6512, 93, 39, 21, 1]","['abner', 'ahmad', 'affix', 'altos', 'avast']","{'false_letters': ['e', 'f', 'i', 'o', 'x', 'n', 'm', 'b', 'd', 'l', 'r', 'h'], 'true_letters': {0: 'a', 1: 'v', 2: 'a', 3: 's', 4: 't'}, 'misplaced_letters': {3: ['a'], 2: ['t'], 4: ['s']}}",1
2,"[6512, 31]","['humph', 'khufu']","{'false_letters': ['p', 'm'], 'true_letters': {0: 'k', 1: 'h', 2: 'u', 3: 'f', 4: 'u'}, 'misplaced_letters': {0: ['h'], 1: ['u'], 4: ['h']}}",1
4,"[6512, 375, 27, 2]","['kilts', 'sedan', 'scoff', 'scoop']","{'false_letters': ['e', 'f', 'i', 'n', 'd', 'l', 'a', 'k', 't'], 'true_letters': {0: 's', 1: 'c', 2: 'o', 3: 'o', 4: 'p'}, 'misplaced_letters': {4: ['s']}}",1
4,"[6512, 828, 43, 1]","['scats', 'nadir', 'hawed', 'maude']","{'false_letters': ['i', 'n', 'w', 's', 'r', 't', 'h', 'c'], 'true_letters': {1: 'a', 0: 'm', 2: 'u', 3: 'd', 4: 'e'}, 'misplaced_letters': {2: ['a', 'd'], 3: ['e'], 4: ['d']}}",1
5,"[6512, 720, 247, 9, 1]","['gimpy', 'kerri', 'isaac', 'cadiz', 'utica']","{'false_letters': ['p', 'e', 'z', 'y', 'g', 'm', 'd', 's', 'r', 'k'], 'true_letters': {0: 'u', 1: 't', 2: 'i', 3: 'c', 4: 'a'}, 'misplaced_letters': {1: ['i', 'a'], 4: ['i', 'c'], 0: ['i', 'c'], 2: ['a'], 3: ['a', 'i']}}",1
4,"[6512, 144, 8, 1]","['elton', 'foist', 'grout', 'ought']","{'false_letters': ['e', 'f', 'i', 'n', 's', 'l', 'r'], 'true_letters': {4: 't', 0: 'o', 1: 'u', 2: 'g', 3: 'h'}, 'misplaced_letters': {2: ['t', 'o'], 3: ['o', 'u'], 1: ['o'], 0: ['g']}}",1
4,"[6512, 38, 7, 1]","['sited', 'dubai', 'dying', 'drill']","{'false_letters': ['e', 'u', 'y', 'n', 'g', 'b', 's', 'a', 't'], 'true_letters': {0: 'd', 2: 'i', 1: 'r', 3: 'l', 4: 'l'}, 'misplaced_letters': {1: ['i'], 4: ['d', 'i']}}",1
6,"[6512, 2735, 218, 41, 2, 1]","['akkad', 'stiff', 'thule', 'genet', 'meter', 'peter']","{'false_letters': ['f', 'u', 'i', 'n', 'g', 'd', 'm', 's', 'a', 'l', 'k', 'h'], 'true_letters': {1: 'e', 3: 'e', 2: 't', 4: 'r', 0: 'p'}, 'misplaced_letters': {1: ['t'], 0: ['t'], 4: ['e', 't']}}",1
4,"[6512, 82, 12, 2]","['elway', 'ferny', 'kerry', 'perky']","{'false_letters': ['f', 'n', 'w', 'l', 'a'], 'true_letters': {4: 'y', 1: 'e', 2: 'r', 0: 'p', 3: 'k'}, 'misplaced_letters': {0: ['e', 'k'], 3: ['r']}}",1
6,"[6512, 1274, 94, 9, 7, 1]","['cocci', 'ivies', 'rifle', 'klein', 'gelid', 'delia']","{'false_letters': ['f', 'o', 'v', 'n', 'g', 's', 'r', 'k', 'c'], 'true_letters': {3: 'i', 1: 'e', 2: 'l', 0: 'd', 4: 'a'}, 'misplaced_letters': {4: ['i', 'e', 'd'], 0: ['i'], 2: ['i', 'e'], 3: ['e', 'l'], 1: ['i', 'l']}}",1
4,"[6512, 58, 10, 1]","['burks', 'broth', 'baler', 'beery']","{'false_letters': ['u', 'o', 's', 'l', 'a', 'k', 't', 'h'], 'true_letters': {0: 'b', 1: 'e', 2: 'e', 3: 'r', 4: 'y'}, 'misplaced_letters': {2: ['r'], 1: ['r'], 3: ['e'], 4: ['r']}}",1
5,"[6512, 662, 32, 6, 1]","['emcee', 'steps', 'twerk', 'teeth', 'theft']","{'false_letters': ['p', 'w', 'm', 's', 'r', 'k', 'c'], 'true_letters': {2: 'e', 0: 't', 1: 'h', 3: 'f', 4: 't'}, 'misplaced_letters': {0: ['e'], 3: ['e', 't'], 4: ['e', 'h'], 1: ['t', 'e']}}",1
8,"[6512, 921, 259, 12, 9, 7, 3, 1]","['bambi', 'wyatt', 'scags', 'soaks', 'shads', 'snaps', 'sears', 'slavs']","{'false_letters': ['p', 'e', 'i', 'o', 'y', 'n', 'w', 'g', 'm', 'b', 'd', 'r', 'k', 't', 'h', 'c'], 'true_letters': {2: 'a', 0: 's', 4: 's', 1: 'l', 3: 'v'}, 'misplaced_letters': {1: ['a']}}",0
5,"[6512, 1924, 69, 7, 1]","['hindu', 'ramos', 'facet', 'lapel', 'label']","{'false_letters': ['f', 'p', 'u', 'i', 'o', 'n', 'd', 'm', 's', 'r', 't', 'h', 'c'], 'true_letters': {1: 'a', 3: 'e', 0: 'l', 4: 'l', 2: 'b'}, 'misplaced_letters': {}}",1
5,"[6512, 1449, 163, 18, 1]","['datum', 'bebop', 'goose', 'force', 'wolfe']","{'false_letters': ['p', 'u', 'g', 'd', 'b', 'm', 'a', 's', 'r', 't', 'c'], 'true_letters': {1: 'o', 4: 'e', 0: 'w', 2: 'l', 3: 'f'}, 'misplaced_letters': {1: ['e'], 3: ['o'], 2: ['o'], 0: ['f']}}",1
4,"[6512, 37, 6, 1]","['knead', 'eulas', 'remap', 'vitae']","{'false_letters': ['p', 'u', 'n', 'd', 'm', 's', 'l', 'r', 'k'], 'true_letters': {3: 'a', 0: 'v', 1: 'i', 2: 't', 4: 'e'}, 'misplaced_letters': {2: ['e'], 0: ['e'], 1: ['e']}}",1
6,"[6512, 272, 67, 22, 5, 4]","['cater', 'quoit', 'thigh', 'linty', 'kilts', 'milts']","{'false_letters': ['e', 'u', 'q', 'y', 'o', 'n', 'g', 'a', 'r', 'k', 'h', 'c'], 'true_letters': {1: 'i', 3: 't', 2: 'l', 4: 's', 0: 'm'}, 'misplaced_letters': {2: ['t', 'i'], 3: ['i'], 4: ['t'], 0: ['t', 'l']}}",1
5,"[6512, 112, 9, 4, 1]","['ibsen', 'filet', 'piled', 'viler', 'riley']","{'false_letters': ['f', 'p', 'v', 'n', 'd', 'b', 's', 't'], 'true_letters': {3: 'e', 1: 'i', 2: 'l', 0: 'r', 4: 'y'}, 'misplaced_letters': {0: ['i'], 4: ['r']}}",1
5,"[6512, 452, 159, 5, 1]","['jilts', 'lucky', 'prowl', 'plebe', 'plane']","{'false_letters': ['j', 'u', 'o', 'y', 'i', 'w', 'b', 's', 'r', 'k', 't', 'c'], 'true_letters': {0: 'p', 1: 'l', 4: 'e', 2: 'a', 3: 'n'}, 'misplaced_letters': {2: ['l', 'e'], 0: ['l'], 4: ['l']}}",1
7,"[6512, 1552, 17, 6, 5, 4, 1]","['odium', 'hefty', 'tacky', 'tally', 'tabby', 'tawny', 'tarry']","{'false_letters': ['e', 'f', 'u', 'i', 'o', 'n', 'w', 'm', 'd', 'b', 'l', 'k', 'h', 'c'], 'true_letters': {4: 'y', 0: 't', 1: 'a', 2: 'r', 3: 'r'}, 'misplaced_letters': {3: ['t']}}",0
4,"[6512, 196, 15, 1]","['ruffs', 'paula', 'louie', 'lough']","{'false_letters': ['p', 'e', 'i', 'f', 's', 'a', 'r'], 'true_letters': {2: 'u', 0: 'l', 1: 'o', 3: 'g', 4: 'h'}, 'misplaced_letters': {1: ['u'], 3: ['l']}}",1
5,"[6512, 35, 8, 3, 1]","['dusky', 'nuder', 'build', 'tumid', 'humid']","{'false_letters': ['e', 'y', 'n', 'b', 's', 'l', 'r', 'k', 't'], 'true_letters': {1: 'u', 4: 'd', 2: 'm', 3: 'i', 0: 'h'}, 'misplaced_letters': {0: ['d'], 2: ['d', 'i']}}",1
4,"[6512, 1074, 17, 3]","['yawns', 'drift', 'eider', 'cider']","{'false_letters': ['f', 'y', 'n', 'w', 's', 'a', 't'], 'true_letters': {1: 'i', 2: 'd', 3: 'e', 4: 'r', 0: 'c'}, 'misplaced_letters': {0: ['d', 'e'], 1: ['r'], 2: ['i']}}",1
5,"[6512, 1638, 134, 4, 1]","['floss', 'iraqi', 'never', 'runty', 'burnt']","{'false_letters': ['f', 'e', 'i', 'q', 'o', 'y', 'v', 's', 'l', 'a'], 'true_letters': {1: 'u', 0: 'b', 2: 'r', 3: 'n', 4: 't'}, 'misplaced_letters': {1: ['r'], 0: ['n', 'r'], 4: ['r'], 2: ['n'], 3: ['t']}}",1
6,"[6512, 472, 66, 28, 6, 1]","['panel', 'vireo', 'edger', 'meter', 'weber', 'beyer']","{'false_letters': ['p', 'i', 'o', 'v', 'n', 'g', 'w', 'd', 'm', 'l', 'a', 't'], 'true_letters': {3: 'e', 4: 'r', 1: 'e', 0: 'b', 2: 'y'}, 'misplaced_letters': {2: ['r', 'b'], 0: ['e']}}",1
8,"[6512, 368, 172, 7, 5, 3, 2, 1]","['hodge', 'toxic', 'loyal', 'lowly', 'loony', 'lobby', 'lousy', 'lorry']","{'false_letters': ['e', 'u', 'i', 'n', 'x', 'g', 'w', 'd', 'b', 's', 'a', 't', 'h', 'c'], 'true_letters': {1: 'o', 0: 'l', 4: 'y', 2: 'r', 3: 'r'}, 'misplaced_letters': {2: ['y', 'o'], 4: ['l'], 3: ['l']}}",0
3,"[6512, 25, 12]","['dozes', 'loads', 'ponds']","{'false_letters': ['e', 'z', 'l', 'a'], 'true_letters': {1: 'o', 4: 's', 3: 'd', 0: 'p', 2: 'n'}, 'misplaced_letters': {0: ['d']}}",1
4,"[6512, 437, 6, 3]","['foamy', 'neath', 'hears', 'heads']","{'false_letters': ['f', 'o', 'y', 'n', 'm', 'r', 't'], 'true_letters': {2: 'a', 1: 'e', 0: 'h', 4: 's', 3: 'd'}, 'misplaced_letters': {4: ['h']}}",1
5,"[6512, 459, 104, 5, 1]","['creak', 'leash', 'eaton', 'manet', 'janet']","{'false_letters': ['o', 'm', 's', 'l', 'r', 'k', 'h', 'c'], 'true_letters': {1: 'a', 2: 'n', 3: 'e', 4: 't', 0: 'j'}, 'misplaced_letters': {2: ['e', 'a', 't'], 3: ['a'], 1: ['e'], 0: ['e'], 4: ['n']}}",1
3,"[6512, 329, 15]","['erica', 'roper', 'lyres']","{'false_letters': ['p', 'i', 'o', 'a', 'c'], 'true_letters': {3: 'e', 0: 'l', 1: 'y', 2: 'r', 4: 's'}, 'misplaced_letters': {0: ['e', 'r'], 1: ['r'], 4: ['r']}}",1
6,"[6512, 176, 30, 6, 4, 1]","['filly', 'egypt', 'buyer', 'meyer', 'wryer', 'dryer']","{'false_letters': ['f', 'p', 'u', 'i', 'g', 'w', 'm', 'b', 'l', 't'], 'true_letters': {2: 'y', 3: 'e', 4: 'r', 1: 'r', 0: 'd'}, 'misplaced_letters': {4: ['y'], 0: ['e'], 1: ['e']}}",1
5,"[6512, 1560, 166, 3, 2]","['peggy', 'thule', 'viler', 'lifer', 'liker']","{'false_letters': ['p', 'f', 'u', 'y', 'v', 'g', 't', 'h'], 'true_letters': {1: 'i', 3: 'e', 4: 'r', 0: 'l', 2: 'k'}, 'misplaced_letters': {1: ['e'], 3: ['l'], 4: ['e'], 2: ['l']}}",1
6,"[6512, 23, 11, 5, 2, 1]","['ached', 'scala', 'scags', 'scarp', 'scary', 'scarf']","{'false_letters': ['e', 'p', 'y', 'g', 'd', 'l', 'h'], 'true_letters': {1: 'c', 0: 's', 2: 'a', 3: 'r', 4: 'f'}, 'misplaced_letters': {0: ['a'], 4: ['a', 's']}}",1
3,"[6512, 190, 1]","['slept', 'fusty', 'cysts']","{'false_letters': ['e', 'p', 'u', 'f', 'l'], 'true_letters': {2: 's', 3: 't', 0: 'c', 1: 'y', 4: 's'}, 'misplaced_letters': {0: ['s'], 4: ['t', 'y']}}",1
4,"[6512, 41, 2, 1]","['seize', 'fried', 'edith', 'edict']","{'false_letters': ['f', 'z', 's', 'r', 'h'], 'true_letters': {2: 'i', 0: 'e', 1: 'd', 3: 'c', 4: 't'}, 'misplaced_letters': {1: ['e'], 4: ['e', 'd'], 3: ['e', 't']}}",1
4,"[6512, 98, 21, 8]","['pinks', 'lyons', 'snubs', 'nerds']","{'false_letters': ['p', 'u', 'i', 'o', 'y', 'b', 'l', 'k'], 'true_letters': {4: 's', 0: 'n', 1: 'e', 2: 'r', 3: 'd'}, 'misplaced_letters': {2: ['n'], 3: ['n'], 0: ['s'], 1: ['n']}}",1
4,"[6512, 1890, 9, 4]","['venue', 'loots', 'loamy', 'lolly']","{'false_letters': ['e', 'u', 'v', 'n', 'm', 's', 'a', 't'], 'true_letters': {0: 'l', 1: 'o', 4: 'y', 2: 'l', 3: 'l'}, 'misplaced_letters': {2: ['o']}}",1
5,"[6512, 1383, 17, 2, 1]","['gonna', 'tardy', 'scads', 'shade', 'spade']","{'false_letters': ['o', 'y', 'n', 'g', 'r', 't', 'h', 'c'], 'true_letters': {3: 'd', 0: 's', 2: 'a', 4: 'e', 1: 'p'}, 'misplaced_letters': {4: ['a', 's'], 1: ['a']}}",1
3,"[6512, 323, 9]","['heart', 'paged', 'panes']","{'false_letters': ['g', 'd', 'r', 't', 'h'], 'true_letters': {0: 'p', 1: 'a', 3: 'e', 2: 'n', 4: 's'}, 'misplaced_letters': {1: ['e'], 2: ['a']}}",1
4,"[6512, 1402, 55, 1]","['didst', 'grace', 'panel', 'paean']","{'false_letters': ['i', 'g', 'd', 's', 'l', 'r', 't', 'c'], 'true_letters': {0: 'p', 1: 'a', 2: 'e', 3: 'a', 4: 'n'}, 'misplaced_letters': {2: ['a', 'n'], 4: ['e'], 3: ['e']}}",1
4,"[6512, 159, 8, 1]","['caste', 'motel', 'tiled', 'tiler']","{'false_letters': ['o', 'd', 'm', 's', 'a', 'c'], 'true_letters': {3: 'e', 0: 't', 1: 'i', 2: 'l', 4: 'r'}, 'misplaced_letters': {3: ['t'], 4: ['e', 'l'], 2: ['t']}}",1
6,"[6512, 81, 52, 27, 3, 1]","['chivy', 'missy', 'dilly', 'nippy', 'niffy', 'ninny']","{'false_letters': ['p', 'f', 'v', 'd', 'm', 's', 'l', 'h', 'c'], 'true_letters': {4: 'y', 1: 'i', 0: 'n', 2: 'n', 3: 'n'}, 'misplaced_letters': {2: ['i']}}",1
5,"[6512, 128, 25, 13, 2]","['rusts', 'segre', 'shirk', 'scarf', 'scarp']","{'false_letters': ['e', 'f', 'u', 'i', 'g', 'k', 't', 'h'], 'true_letters': {0: 's', 3: 'r', 1: 'c', 2: 'a', 4: 'p'}, 'misplaced_letters': {0: ['r'], 2: ['s'], 4: ['s']}}",1
4,"[6512, 658, 3, 2]","['nauru', 'forts', 'ports', 'torts']","{'false_letters': ['f', 'p', 'u', 'n', 'a'], 'true_letters': {1: 'o', 2: 'r', 3: 't', 4: 's', 0: 't'}, 'misplaced_letters': {3: ['r']}}",1
6,"[6512, 393, 92, 69, 39, 1]","['rider', 'wanes', 'sexes', 'buses', 'tomes', 'estes']","{'false_letters': ['u', 'i', 'o', 'x', 'n', 'w', 'd', 'b', 'm', 'a', 'r'], 'true_letters': {3: 'e', 4: 's', 0: 'e', 1: 's', 2: 't'}, 'misplaced_letters': {0: ['s', 't'], 1: ['e'], 2: ['s']}}",1
5,"[6512, 3182, 770, 12, 1]","['zappa', 'rowdy', 'lilts', 'helen', 'ellen']","{'false_letters': ['p', 'z', 'i', 'o', 'y', 'w', 'd', 's', 'a', 'r', 't', 'h'], 'true_letters': {2: 'l', 3: 'e', 4: 'n', 0: 'e', 1: 'l'}, 'misplaced_letters': {0: ['l'], 1: ['e']}}",1
4,"[6512, 18, 3, 1]","['leola', 'sulla', 'willa', 'calla']","{'false_letters': ['e', 'u', 'i', 'o', 'w', 's'], 'true_letters': {3: 'l', 4: 'a', 2: 'l', 0: 'c', 1: 'a'}, 'misplaced_letters': {0: ['l']}}",1
2,"[6512, 1]","['butte', 'untie']","{'false_letters': ['b'], 'true_letters': {2: 't', 4: 'e', 0: 'u', 1: 'n', 3: 'i'}, 'misplaced_letters': {1: ['u'], 3: ['t']}}",1
4,"[6512, 48, 4, 1]","['lidia', 'wades', 'kodak', 'judah']","{'false_letters': ['e', 'i', 'o', 'w', 's', 'l', 'k'], 'true_letters': {2: 'd', 3: 'a', 0: 'j', 1: 'u', 4: 'h'}, 'misplaced_letters': {4: ['a'], 1: ['a']}}",1
5,"[6512, 622, 14, 2, 1]","['ovate', 'inonu', 'donny', 'corny', 'horny']","{'false_letters': ['e', 'u', 'i', 'v', 'd', 'a', 't', 'c'], 'true_letters': {3: 'n', 1: 'o', 4: 'y', 2: 'r', 0: 'h'}, 'misplaced_letters': {0: ['o'], 1: ['n'], 2: ['o', 'n']}}",1
5,"[6512, 157, 7, 2, 1]","['brigs', 'spray', 'astor', 'laser', 'maser']","{'false_letters': ['p', 'i', 'o', 'y', 'g', 'b', 'l', 't'], 'true_letters': {4: 'r', 1: 'a', 2: 's', 3: 'e', 0: 'm'}, 'misplaced_letters': {1: ['r', 's'], 4: ['s'], 0: ['s', 'a'], 2: ['r'], 3: ['a']}}",1
5,"[6512, 679, 83, 2, 1]","['swigs', 'lauri', 'merit', 'redid', 'rebid']","{'false_letters': ['u', 'w', 'g', 'm', 's', 'a', 'l', 't'], 'true_letters': {1: 'e', 3: 'i', 0: 'r', 4: 'd', 2: 'b'}, 'misplaced_letters': {2: ['i', 'r', 'd'], 3: ['r'], 4: ['i']}}",1
3,"[6512, 56, 4]","['wotan', 'aspen', 'shaun']","{'false_letters': ['p', 'e', 'o', 'w', 't'], 'true_letters': {4: 'n', 0: 's', 1: 'h', 2: 'a', 3: 'u'}, 'misplaced_letters': {3: ['a'], 0: ['a'], 1: ['s']}}",1
4,"[6512, 59, 12, 1]","['faith', 'shush', 'lurch', 'burch']","{'false_letters': ['f', 'i', 's', 'l', 'a', 't'], 'true_letters': {4: 'h', 1: 'u', 2: 'r', 3: 'c', 0: 'b'}, 'misplaced_letters': {1: ['h'], 2: ['u']}}",1
5,"[6512, 377, 132, 2, 1]","['grace', 'hoers', 'liker', 'biker', 'piker']","{'false_letters': ['o', 'g', 'b', 's', 'l', 'a', 'h', 'c'], 'true_letters': {1: 'i', 2: 'k', 3: 'e', 4: 'r', 0: 'p'}, 'misplaced_letters': {1: ['r'], 4: ['e'], 2: ['e'], 3: ['r']}}",1
6,"[6512, 423, 12, 4, 3, 2]","['ploys', 'sumac', 'nurse', 'burst', 'wurst', 'durst']","{'false_letters': ['p', 'e', 'o', 'y', 'n', 'w', 'm', 'b', 'l', 'a', 'c'], 'true_letters': {1: 'u', 2: 'r', 3: 's', 4: 't', 0: 'd'}, 'misplaced_letters': {4: ['s'], 0: ['s']}}",1
4,"[6512, 803, 13, 2]","['rumor', 'fonda', 'novae', 'nolan']","{'false_letters': ['f', 'e', 'u', 'v', 'd', 'm', 'r'], 'true_letters': {1: 'o', 0: 'n', 3: 'a', 2: 'l', 4: 'n'}, 'misplaced_letters': {3: ['o'], 2: ['n'], 4: ['a']}}",1
6,"[6512, 198, 69, 13, 5, 4]","['stack', 'chump', 'coley', 'coded', 'cored', 'coxed']","{'false_letters': ['p', 'u', 'y', 'm', 's', 'a', 'l', 'r', 'k', 't', 'h'], 'true_letters': {0: 'c', 1: 'o', 3: 'e', 4: 'd', 2: 'x'}, 'misplaced_letters': {3: ['c'], 2: ['d']}}",1
4,"[6512, 14, 8, 1]","['samey', 'serum', 'smote', 'slime']","{'false_letters': ['u', 'o', 'y', 'a', 'r', 't'], 'true_letters': {0: 's', 4: 'e', 1: 'l', 2: 'i', 3: 'm'}, 'misplaced_letters': {2: ['m'], 3: ['e'], 1: ['e', 'm'], 4: ['m']}}",1
4,"[6512, 60, 3, 2]","['syria', 'annie', 'addie', 'allie']","{'false_letters': ['y', 'n', 'd', 's', 'r'], 'true_letters': {3: 'i', 0: 'a', 4: 'e', 1: 'l', 2: 'l'}, 'misplaced_letters': {4: ['a']}}",1
6,"[6512, 370, 12, 4, 2, 1]","['holed', 'matzo', 'cairo', 'yauco', 'pasco', 'sacco']","{'false_letters': ['e', 'p', 'i', 'u', 'z', 'y', 'd', 'm', 'l', 'r', 't', 'h'], 'true_letters': {1: 'a', 4: 'o', 3: 'c', 0: 's', 2: 'c'}, 'misplaced_letters': {1: ['o'], 0: ['c'], 2: ['s']}}",1
5,"[6512, 462, 113, 2, 1]","['niece', 'juana', 'angst', 'atman', 'alton']","{'false_letters': ['e', 'u', 'j', 'i', 'g', 'm', 's', 'c'], 'true_letters': {0: 'a', 4: 'n', 1: 'l', 2: 't', 3: 'o'}, 'misplaced_letters': {0: ['n'], 2: ['a'], 3: ['n', 'a'], 4: ['a', 't'], 1: ['n', 't']}}",1
3,"[6512, 14, 1]","['snell', 'frill', 'idyll']","{'false_letters': ['e', 'f', 'n', 's', 'r'], 'true_letters': {3: 'l', 4: 'l', 0: 'i', 1: 'd', 2: 'y'}, 'misplaced_letters': {2: ['i']}}",1
5,"[6512, 1209, 94, 2, 1]","['afoul', 'tarns', 'hajji', 'jaime', 'jamie']","{'false_letters': ['f', 'u', 'o', 'n', 's', 'l', 'r', 't', 'h'], 'true_letters': {1: 'a', 0: 'j', 4: 'e', 2: 'm', 3: 'i'}, 'misplaced_letters': {0: ['a'], 2: ['j', 'i'], 3: ['j', 'm'], 4: ['i']}}",1
4,"[6512, 529, 52, 1]","['erato', 'cluck', 'filmy', 'shyly']","{'false_letters': ['e', 'f', 'u', 'i', 'o', 'm', 'a', 'r', 'k', 't', 'c'], 'true_letters': {4: 'y', 0: 's', 1: 'h', 2: 'y', 3: 'l'}, 'misplaced_letters': {1: ['l'], 2: ['l']}}",1
4,"[6512, 605, 8, 2]","['close', 'ninny', 'mingy', 'dingy']","{'false_letters': ['e', 'o', 'm', 's', 'l', 'c'], 'true_letters': {1: 'i', 2: 'n', 4: 'y', 3: 'g', 0: 'd'}, 'misplaced_letters': {0: ['n'], 3: ['n']}}",1
7,"[6512, 135, 17, 12, 9, 2, 1]","['scrip', 'coats', 'coons', 'cocos', 'coeds', 'cowls', 'combs']","{'false_letters': ['p', 'e', 'i', 'n', 'w', 'd', 'a', 'r', 'l', 't'], 'true_letters': {0: 'c', 1: 'o', 4: 's', 2: 'm', 3: 'b'}, 'misplaced_letters': {0: ['s'], 1: ['c'], 2: ['o', 'c'], 3: ['o']}}",0
3,"[6512, 94, 17]","['reedy', 'yacht', 'sybil']","{'false_letters': ['e', 'd', 'a', 'r', 't', 'h', 'c'], 'true_letters': {0: 's', 1: 'y', 2: 'b', 3: 'i', 4: 'l'}, 'misplaced_letters': {4: ['y'], 0: ['y']}}",1
4,"[6512, 386, 3, 1]","['sleds', 'widen', 'owned', 'pwned']","{'false_letters': ['i', 'o', 's', 'l'], 'true_letters': {3: 'e', 1: 'w', 2: 'n', 4: 'd', 0: 'p'}, 'misplaced_letters': {2: ['e', 'd'], 3: ['d'], 0: ['w'], 4: ['n']}}",1
4,"[6512, 2565, 362, 1]","['clock', 'piped', 'hears', 'yeahs']","{'false_letters': ['p', 'i', 'o', 'd', 'l', 'r', 'k', 'c'], 'true_letters': {1: 'e', 2: 'a', 4: 's', 0: 'y', 3: 'h'}, 'misplaced_letters': {3: ['e'], 0: ['h']}}",1
5,"[6512, 104, 26, 4, 1]","['mercy', 'filch', 'busch', 'hutch', 'hunch']","{'false_letters': ['e', 'f', 'i', 'y', 'm', 'b', 's', 'l', 'r', 't'], 'true_letters': {3: 'c', 4: 'h', 1: 'u', 0: 'h', 2: 'n'}, 'misplaced_letters': {}}",1
3,"[6512, 215, 7]","['fores', 'timer', 'rigel']","{'false_letters': ['f', 'o', 'm', 's', 't'], 'true_letters': {3: 'e', 1: 'i', 0: 'r', 2: 'g', 4: 'l'}, 'misplaced_letters': {2: ['r'], 4: ['r']}}",1
5,"[6512, 1224, 11, 4, 1]","['lobed', 'sanka', 'twins', 'ruins', 'chins']","{'false_letters': ['e', 'u', 'o', 'w', 'd', 'b', 'l', 'a', 'r', 'k', 't'], 'true_letters': {2: 'i', 3: 'n', 4: 's', 0: 'c', 1: 'h'}, 'misplaced_letters': {0: ['s'], 2: ['n']}}",1
4,"[6512, 12, 2, 1]","['soapy', 'spear', 'septa', 'sepia']","{'false_letters': ['r', 't', 'o', 'y'], 'true_letters': {0: 's', 1: 'e', 2: 'p', 4: 'a', 3: 'i'}, 'misplaced_letters': {2: ['a', 'e'], 3: ['p', 'a'], 1: ['p']}}",1
4,"[6512, 50, 7, 1]","['laced', 'sedan', 'beady', 'meade']","{'false_letters': ['y', 'n', 'b', 's', 'l', 'c'], 'true_letters': {1: 'e', 2: 'a', 3: 'd', 0: 'm', 4: 'e'}, 'misplaced_letters': {1: ['a'], 3: ['e', 'a'], 4: ['d'], 2: ['d']}}",1
